num_paralela,num_x,tercero,cod_op,op_2021,apli,importe,exp_gasto,exp_gestor,SP
00159222B10008853,00159221310024959,000B02902989,2002300,00159221310024959,20221401  312A1  660,30693.0,101000002073,2006140010003002007,01
00159222B10008854,00159220340001407,*,2001000,00159220340001407,20221401  312A1  660,1.0,101000008683,2006140010003002008,01
00159222B10008855,00159220340002905,*,2002100,00159220340002905,20221401  312A1  660,1.0,101000010096,2006140010003002008,01
00159222B10008856,00159220340003303,000A28206712,2003000,00159220340003303,20221401  312A1  660,1.0,101000011697,2006140010003002008,01
00159222B10008857,00159221310019793,*,2001000,00159221310019793,20221401  312A1  660,1.0,101000001658,2006140010003002020,01
00159222B10008858,00159221310061724,000A81886731,2002300,00159221310061724,20221401  312A1  660,1.0,013052100167,2006140010003002020,01
00159222B10008859,00159221310019795,*,2001000,00159221310019795,20221401  312A1  660,21.0,101000001666,2006140010003002021,01
00159222B10008860,00159221310038320,000A28061737,2002300,00159221310038320,20221401  312A1  660,21.0,101000003701,2006140010003002021,01
00159222B10008861,00159221310109393,*,2001000,00159221310109393,20221401  312A1  660,2.0,013052101185,2006140010003002051,01
00159222B10008862,00159221310111396,000A80852932,2002300,00159221310111396,20221401  312A1  660,2.0,013052101185,2006140010003002051,01
00159222B10008863,*,000S2830144H,2002200,00159221310000564,20221401  312A   12105,37330090.0,101000000006,,01
00159222B10008863,*,000S2830144H,2002200,00159221310000564,20221401  464A   13000,50313.0,101000000006,,01
00159222B10008864,*,*,2001000,00159221310000584,20221401  121N1  215,54.0,101000002290,,01
00159222B10008865,*,000A81069197,2002300,00159221310000585,20221401  121N1  215,54.0,101000003111,,01
00159222B10008866,*,*,2001000,00159221310000588,20221401  122N   12202,1500000.0,399030003033,,01
00159222B10008867,*,000A35008853,2002300,00159221310000589,20221401  122N   12202,1500000.0,399030004176,,01
00159222B10008868,*,*,2001000,00159221310000602,20221401  121M2  22799,28908.0,101000005519,,01
00159222B10008869,*,000B20852570,2002300,00159221310000603,20221401  121M2  22799,28908.0,101000010909,,01
00159222B10008870,*,*,2001000,00159221310000620,20221401  121M2  22799,515.0,101000005392,,01
00159222B10008871,*,000B84951490,2002300,00159221310000621,20221401  121M2  22799,515.0,101000001303,,01
00159222B10008872,*,*,2001000,00159221310000632,20221401  121M2  22706,9006.0,101000001208,,01
00159222B10008873,*,000A78085719,2002300,00159221310000633,20221401  121M2  22706,9006.0,101000004232,,01
00159222B10008874,*,*,2001000,00159221310000640,20221401  121M2  22105,437.0,101000001644,,01
00159222B10008875,*,00072067398A,2002300,00159221310000641,20221401  121M2  22105,437.0,101000005317,,01
00159222B10008876,*,*,2001000,00159221310000640,20221401  121M2  22105,238.0,101000001644,,01
00159222B10008877,*,000B22033617,2002300,00159221310000643,20221401  121M2  22105,238.0,101000005452,,01
